"year_month","primary_type","ward","crime_count","was_arrested_count","was_domestic_count"
"2021-06","WEAPONS VIOLATION",34,27,18,1
"2021-06","WEAPONS VIOLATION",35,5,2,0
"2021-06","WEAPONS VIOLATION",36,14,8,0
"2021-06","WEAPONS VIOLATION",37,38,23,0
"2021-06","WEAPONS VIOLATION",38,2,0,0
"2021-06","WEAPONS VIOLATION",39,3,2,0
"2021-06","WEAPONS VIOLATION",40,3,2,0
"2021-06","WEAPONS VIOLATION",41,2,1,0
"2021-06","WEAPONS VIOLATION",42,31,28,0
"2021-06","WEAPONS VIOLATION",43,4,4,0
"2021-06","WEAPONS VIOLATION",44,2,2,0
"2021-06","WEAPONS VIOLATION",45,2,1,0
"2021-06","WEAPONS VIOLATION",46,6,6,0
"2021-06","WEAPONS VIOLATION",47,3,1,0
"2021-06","WEAPONS VIOLATION",49,8,7,0
"2021-06","WEAPONS VIOLATION",50,1,1,0
"2021-07","ARSON",3,2,0,0
"2021-07","ARSON",7,4,1,1
"2021-07","ARSON",8,1,0,1
"2021-07","ARSON",10,1,0,0
"2021-07","ARSON",11,1,0,0
"2021-07","ARSON",13,3,2,1
"2021-07","ARSON",15,5,1,1
"2021-07","ARSON",16,4,0,1
"2021-07","ARSON",18,3,0,2
"2021-07","ARSON",21,2,1,1
"2021-07","ARSON",22,1,0,0
"2021-07","ARSON",23,2,0,0
"2021-07","ARSON",24,4,0,0
"2021-07","ARSON",25,1,0,0
"2021-07","ARSON",28,1,0,1
"2021-07","ARSON",29,3,0,0
"2021-07","ARSON",30,1,0,0
"2021-07","ARSON",31,2,0,0
"2021-07","ARSON",33,2,1,0
"2021-07","ARSON",36,1,0,0
"2021-07","ARSON",37,1,0,0
"2021-07","ARSON",38,1,0,0
"2021-07","ARSON",39,1,0,0
"2021-07","ARSON",40,1,0,0
"2021-07","ARSON",49,3,0,0
"2021-07","ASSAULT",1,20,2,6
"2021-07","ASSAULT",2,26,4,1
"2021-07","ASSAULT",3,83,8,24
"2021-07","ASSAULT",4,59,6,10
"2021-07","ASSAULT",5,50,2,24
"2021-07","ASSAULT",6,86,6,32
"2021-07","ASSAULT",7,67,5,27
"2021-07","ASSAULT",8,83,4,36
"2021-07","ASSAULT",9,83,5,37
"2021-07","ASSAULT",10,40,4,16
"2021-07","ASSAULT",11,20,1,2
"2021-07","ASSAULT",12,28,0,5
"2021-07","ASSAULT",13,17,2,6
"2021-07","ASSAULT",14,25,1,8
"2021-07","ASSAULT",15,38,2,11
"2021-07","ASSAULT",16,75,5,25
"2021-07","ASSAULT",17,73,6,28
"2021-07","ASSAULT",18,27,1,12
"2021-07","ASSAULT",19,14,0,3
"2021-07","ASSAULT",20,80,7,29
"2021-07","ASSAULT",21,79,5,31
"2021-07","ASSAULT",22,29,1,6
"2021-07","ASSAULT",23,17,4,6
"2021-07","ASSAULT",24,73,7,39
"2021-07","ASSAULT",25,24,1,6
"2021-07","ASSAULT",26,36,2,12
"2021-07","ASSAULT",27,75,6,23
"2021-07","ASSAULT",28,88,8,44
"2021-07","ASSAULT",29,40,8,19
"2021-07","ASSAULT",30,11,2,3
"2021-07","ASSAULT",31,24,2,12
"2021-07","ASSAULT",32,11,1,3
"2021-07","ASSAULT",33,16,1,2
"2021-07","ASSAULT",34,62,3,28
"2021-07","ASSAULT",35,24,4,4
"2021-07","ASSAULT",36,16,3,7
"2021-07","ASSAULT",37,59,7,21
"2021-07","ASSAULT",38,20,2,3
"2021-07","ASSAULT",39,18,0,3
"2021-07","ASSAULT",40,17,1,5
"2021-07","ASSAULT",41,15,5,3
"2021-07","ASSAULT",42,57,10,4
"2021-07","ASSAULT",43,8,0,3
"2021-07","ASSAULT",44,21,3,0
"2021-07","ASSAULT",45,18,4,2
"2021-07","ASSAULT",46,29,8,2
"2021-07","ASSAULT",47,11,0,2
"2021-07","ASSAULT",48,20,1,5
"2021-07","ASSAULT",49,25,2,7
"2021-07","ASSAULT",50,14,6,4
"2021-07","BATTERY",1,43,8,16
"2021-07","BATTERY",2,46,9,9
"2021-07","BATTERY",3,121,14,66
"2021-07","BATTERY",4,105,16,58
"2021-07","BATTERY",5,92,7,57
"2021-07","BATTERY",6,166,15,104
"2021-07","BATTERY",7,133,18,83
"2021-07","BATTERY",8,163,20,100
"2021-07","BATTERY",9,119,14,73
"2021-07","BATTERY",10,83,6,58
"2021-07","BATTERY",11,49,4,18
"2021-07","BATTERY",12,55,13,25
"2021-07","BATTERY",13,42,9,28
"2021-07","BATTERY",14,38,9,26
"2021-07","BATTERY",15,67,10,46
"2021-07","BATTERY",16,127,13,75
"2021-07","BATTERY",17,126,13,77
"2021-07","BATTERY",18,44,2,26
"2021-07","BATTERY",19,32,6,14
"2021-07","BATTERY",20,146,25,84
"2021-07","BATTERY",21,135,16,84
"2021-07","BATTERY",22,60,7,34
"2021-07","BATTERY",23,36,4,29
"2021-07","BATTERY",24,154,25,83
"2021-07","BATTERY",25,69,10,26
"2021-07","BATTERY",26,53,7,27
"2021-07","BATTERY",27,139,21,81
"2021-07","BATTERY",28,218,14,126
"2021-07","BATTERY",29,96,12,58
"2021-07","BATTERY",30,49,7,34
"2021-07","BATTERY",31,42,4,26
"2021-07","BATTERY",32,21,1,6
"2021-07","BATTERY",33,41,9,24
"2021-07","BATTERY",34,125,23,81
"2021-07","BATTERY",35,45,8,27
"2021-07","BATTERY",36,47,6,30
"2021-07","BATTERY",37,119,14,76
"2021-07","BATTERY",38,30,4,19
"2021-07","BATTERY",39,23,5,14
"2021-07","BATTERY",40,33,8,8
"2021-07","BATTERY",41,34,11,8
"2021-07","BATTERY",42,159,35,38
"2021-07","BATTERY",43,26,4,6
"2021-07","BATTERY",44,67,19,17
"2021-07","BATTERY",45,40,10,23
"2021-07","BATTERY",46,56,13,26
"2021-07","BATTERY",47,21,1,13
"2021-07","BATTERY",48,55,4,16
"2021-07","BATTERY",49,54,3,33
"2021-07","BATTERY",50,35,7,19
"2021-07","BURGLARY",1,13,0,1
"2021-07","BURGLARY",2,10,2,0
"2021-07","BURGLARY",3,9,0,1
"2021-07","BURGLARY",4,7,0,2
"2021-07","BURGLARY",5,15,1,3
"2021-07","BURGLARY",6,24,2,0
"2021-07","BURGLARY",7,23,0,3
"2021-07","BURGLARY",8,33,1,2
"2021-07","BURGLARY",9,33,0,0
"2021-07","BURGLARY",10,8,0,0
"2021-07","BURGLARY",11,15,3,0
"2021-07","BURGLARY",12,7,0,0
"2021-07","BURGLARY",13,11,0,0
"2021-07","BURGLARY",14,4,0,0
"2021-07","BURGLARY",15,8,2,2
"2021-07","BURGLARY",16,9,0,1
"2021-07","BURGLARY",17,12,0,1
"2021-07","BURGLARY",18,12,1,0
"2021-07","BURGLARY",19,4,0,0
"2021-07","BURGLARY",20,15,0,3
"2021-07","BURGLARY",21,25,0,2
"2021-07","BURGLARY",22,8,1,2
"2021-07","BURGLARY",23,4,0,0
"2021-07","BURGLARY",24,10,1,1
"2021-07","BURGLARY",25,8,1,1
"2021-07","BURGLARY",26,12,4,0
"2021-07","BURGLARY",27,16,0,1
"2021-07","BURGLARY",28,17,0,2
"2021-07","BURGLARY",29,16,1,1
"2021-07","BURGLARY",30,5,0,0
"2021-07","BURGLARY",31,1,0,0
"2021-07","BURGLARY",32,5,0,0
"2021-07","BURGLARY",33,11,0,0
"2021-07","BURGLARY",34,23,1,0
"2021-07","BURGLARY",35,18,2,0
"2021-07","BURGLARY",36,3,0,0
"2021-07","BURGLARY",37,17,0,2
"2021-07","BURGLARY",38,7,0,0
"2021-07","BURGLARY",39,14,0,0
"2021-07","BURGLARY",40,6,1,0
"2021-07","BURGLARY",41,5,0,0
"2021-07","BURGLARY",42,1,0,0
"2021-07","BURGLARY",43,4,0,0
"2021-07","BURGLARY",44,8,1,0
"2021-07","BURGLARY",45,7,0,0
"2021-07","BURGLARY",46,10,3,0
"2021-07","BURGLARY",47,10,0,0
"2021-07","BURGLARY",48,4,0,0
"2021-07","BURGLARY",49,4,0,0
"2021-07","BURGLARY",50,4,0,0
"2021-07","CONCEALED CARRY LICENSE VIOLATION",2,1,1,0
"2021-07","CONCEALED CARRY LICENSE VIOLATION",5,1,1,0
"2021-07","CONCEALED CARRY LICENSE VIOLATION",6,1,1,0
"2021-07","CONCEALED CARRY LICENSE VIOLATION",8,1,1,0
"2021-07","CONCEALED CARRY LICENSE VIOLATION",13,3,3,0
"2021-07","CONCEALED CARRY LICENSE VIOLATION",24,1,1,0
"2021-07","CONCEALED CARRY LICENSE VIOLATION",26,1,1,0
"2021-07","CONCEALED CARRY LICENSE VIOLATION",37,1,1,0
"2021-07","CONCEALED CARRY LICENSE VIOLATION",41,4,4,0
"2021-07","CONCEALED CARRY LICENSE VIOLATION",46,1,1,0
"2021-07","CONCEALED CARRY LICENSE VIOLATION",NA,1,1,0
"2021-07","CRIMINAL DAMAGE",1,37,3,3
"2021-07","CRIMINAL DAMAGE",2,18,1,2
"2021-07","CRIMINAL DAMAGE",3,66,5,11
"2021-07","CRIMINAL DAMAGE",4,48,0,11
"2021-07","CRIMINAL DAMAGE",5,72,2,15
"2021-07","CRIMINAL DAMAGE",6,135,2,37
"2021-07","CRIMINAL DAMAGE",7,73,0,14
"2021-07","CRIMINAL DAMAGE",8,112,5,19
"2021-07","CRIMINAL DAMAGE",9,82,0,21
"2021-07","CRIMINAL DAMAGE",10,67,3,13
"2021-07","CRIMINAL DAMAGE",11,34,2,6
"2021-07","CRIMINAL DAMAGE",12,28,1,3
"2021-07","CRIMINAL DAMAGE",13,17,0,1
"2021-07","CRIMINAL DAMAGE",14,33,0,9
"2021-07","CRIMINAL DAMAGE",15,54,2,13
"2021-07","CRIMINAL DAMAGE",16,77,5,17
"2021-07","CRIMINAL DAMAGE",17,84,3,26
"2021-07","CRIMINAL DAMAGE",18,35,1,6
"2021-07","CRIMINAL DAMAGE",19,23,0,1
"2021-07","CRIMINAL DAMAGE",20,96,7,25
"2021-07","CRIMINAL DAMAGE",21,83,2,25
"2021-07","CRIMINAL DAMAGE",22,25,0,4
"2021-07","CRIMINAL DAMAGE",23,23,1,5
"2021-07","CRIMINAL DAMAGE",24,112,9,30
"2021-07","CRIMINAL DAMAGE",25,54,0,6
"2021-07","CRIMINAL DAMAGE",26,36,0,4
"2021-07","CRIMINAL DAMAGE",27,96,2,14
"2021-07","CRIMINAL DAMAGE",28,117,2,36
"2021-07","CRIMINAL DAMAGE",29,66,1,16
"2021-07","CRIMINAL DAMAGE",30,38,2,4
"2021-07","CRIMINAL DAMAGE",31,17,0,4
"2021-07","CRIMINAL DAMAGE",32,18,0,2
"2021-07","CRIMINAL DAMAGE",33,27,0,1
"2021-07","CRIMINAL DAMAGE",34,96,3,28
"2021-07","CRIMINAL DAMAGE",35,18,0,0
"2021-07","CRIMINAL DAMAGE",36,32,0,4
"2021-07","CRIMINAL DAMAGE",37,70,3,16
"2021-07","CRIMINAL DAMAGE",38,21,2,1
"2021-07","CRIMINAL DAMAGE",39,26,1,2
"2021-07","CRIMINAL DAMAGE",40,33,1,6
"2021-07","CRIMINAL DAMAGE",41,29,1,5
"2021-07","CRIMINAL DAMAGE",42,54,4,1
"2021-07","CRIMINAL DAMAGE",43,13,1,0
"2021-07","CRIMINAL DAMAGE",44,36,3,3
"2021-07","CRIMINAL DAMAGE",45,24,0,2
"2021-07","CRIMINAL DAMAGE",46,25,0,1
"2021-07","CRIMINAL DAMAGE",47,22,1,2
"2021-07","CRIMINAL DAMAGE",48,20,0,2
"2021-07","CRIMINAL DAMAGE",49,35,2,1
"2021-07","CRIMINAL DAMAGE",50,14,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",1,3,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",2,4,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",3,3,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",4,4,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",5,3,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",6,6,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",7,3,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",8,11,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",9,2,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",10,2,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",11,3,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",14,1,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",16,5,0,2
"2021-07","CRIMINAL SEXUAL ASSAULT",17,4,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",18,1,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",19,1,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",20,5,0,2
"2021-07","CRIMINAL SEXUAL ASSAULT",21,2,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",22,1,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",23,1,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",24,5,0,2
"2021-07","CRIMINAL SEXUAL ASSAULT",25,3,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",26,4,1,1
"2021-07","CRIMINAL SEXUAL ASSAULT",27,6,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",28,5,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",29,1,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",30,2,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",31,1,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",34,3,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",35,2,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",37,3,1,1
"2021-07","CRIMINAL SEXUAL ASSAULT",38,1,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",39,1,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",40,1,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",41,2,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",42,17,0,3
"2021-07","CRIMINAL SEXUAL ASSAULT",43,3,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",44,7,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",45,3,0,1
"2021-07","CRIMINAL SEXUAL ASSAULT",46,4,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",47,1,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",48,1,0,0
"2021-07","CRIMINAL SEXUAL ASSAULT",50,2,0,1
"2021-07","CRIMINAL TRESPASS",1,4,3,1
"2021-07","CRIMINAL TRESPASS",2,12,4,0
"2021-07","CRIMINAL TRESPASS",3,6,2,0
"2021-07","CRIMINAL TRESPASS",4,9,3,0
"2021-07","CRIMINAL TRESPASS",5,6,4,0
"2021-07","CRIMINAL TRESPASS",6,9,0,2
"2021-07","CRIMINAL TRESPASS",7,9,4,3
"2021-07","CRIMINAL TRESPASS",8,8,1,1
"2021-07","CRIMINAL TRESPASS",9,7,3,3
"2021-07","CRIMINAL TRESPASS",10,9,2,0
"2021-07","CRIMINAL TRESPASS",11,12,4,0
"2021-07","CRIMINAL TRESPASS",13,3,2,1
"2021-07","CRIMINAL TRESPASS",14,8,0,1
"2021-07","CRIMINAL TRESPASS",15,8,1,3
"2021-07","CRIMINAL TRESPASS",16,5,2,0
"2021-07","CRIMINAL TRESPASS",17,1,1,0
"2021-07","CRIMINAL TRESPASS",18,2,1,1
"2021-07","CRIMINAL TRESPASS",19,8,1,0
"2021-07","CRIMINAL TRESPASS",20,7,4,2
"2021-07","CRIMINAL TRESPASS",21,14,4,2
"2021-07","CRIMINAL TRESPASS",22,2,0,0
"2021-07","CRIMINAL TRESPASS",23,2,1,0
"2021-07","CRIMINAL TRESPASS",24,7,4,1
"2021-07","CRIMINAL TRESPASS",25,11,3,0
"2021-07","CRIMINAL TRESPASS",26,6,3,0
"2021-07","CRIMINAL TRESPASS",27,17,3,0
"2021-07","CRIMINAL TRESPASS",28,8,1,1
"2021-07","CRIMINAL TRESPASS",29,3,0,0
"2021-07","CRIMINAL TRESPASS",30,3,0,0
"2021-07","CRIMINAL TRESPASS",31,3,0,0
"2021-07","CRIMINAL TRESPASS",32,8,1,0
"2021-07","CRIMINAL TRESPASS",33,3,0,0
"2021-07","CRIMINAL TRESPASS",34,5,0,3
"2021-07","CRIMINAL TRESPASS",35,1,0,1
"2021-07","CRIMINAL TRESPASS",36,2,0,1
"2021-07","CRIMINAL TRESPASS",37,9,2,1
"2021-07","CRIMINAL TRESPASS",38,5,0,0
"2021-07","CRIMINAL TRESPASS",39,1,0,0
"2021-07","CRIMINAL TRESPASS",40,4,0,0
"2021-07","CRIMINAL TRESPASS",41,10,4,1
"2021-07","CRIMINAL TRESPASS",42,19,7,0
"2021-07","CRIMINAL TRESPASS",43,5,0,0
"2021-07","CRIMINAL TRESPASS",44,5,3,0
"2021-07","CRIMINAL TRESPASS",45,2,1,0
"2021-07","CRIMINAL TRESPASS",46,5,1,1
"2021-07","CRIMINAL TRESPASS",47,4,1,1
"2021-07","CRIMINAL TRESPASS",48,4,0,1
"2021-07","CRIMINAL TRESPASS",49,3,1,0
"2021-07","CRIMINAL TRESPASS",50,1,0,0
"2021-07","DECEPTIVE PRACTICE",1,21,0,0
"2021-07","DECEPTIVE PRACTICE",2,26,0,0
"2021-07","DECEPTIVE PRACTICE",3,27,2,0
"2021-07","DECEPTIVE PRACTICE",4,41,2,0
"2021-07","DECEPTIVE PRACTICE",5,29,0,1
"2021-07","DECEPTIVE PRACTICE",6,25,0,0
"2021-07","DECEPTIVE PRACTICE",7,28,0,2
"2021-07","DECEPTIVE PRACTICE",8,37,1,0
"2021-07","DECEPTIVE PRACTICE",9,22,0,2
"2021-07","DECEPTIVE PRACTICE",10,17,0,0
"2021-07","DECEPTIVE PRACTICE",11,22,1,2
"2021-07","DECEPTIVE PRACTICE",12,8,0,1
"2021-07","DECEPTIVE PRACTICE",13,20,0,1
"2021-07","DECEPTIVE PRACTICE",14,11,0,0
"2021-07","DECEPTIVE PRACTICE",15,17,1,0
"2021-07","DECEPTIVE PRACTICE",16,19,0,0
"2021-07","DECEPTIVE PRACTICE",17,38,1,3
"2021-07","DECEPTIVE PRACTICE",18,28,0,1
"2021-07","DECEPTIVE PRACTICE",19,32,0,0
"2021-07","DECEPTIVE PRACTICE",20,35,0,1
"2021-07","DECEPTIVE PRACTICE",21,26,1,0
"2021-07","DECEPTIVE PRACTICE",22,12,0,1
"2021-07","DECEPTIVE PRACTICE",23,21,1,0
"2021-07","DECEPTIVE PRACTICE",24,19,1,0
"2021-07","DECEPTIVE PRACTICE",25,25,1,0
"2021-07","DECEPTIVE PRACTICE",26,18,0,1
"2021-07","DECEPTIVE PRACTICE",27,52,1,0
"2021-07","DECEPTIVE PRACTICE",28,40,0,2
"2021-07","DECEPTIVE PRACTICE",29,17,1,0
"2021-07","DECEPTIVE PRACTICE",30,12,0,1
"2021-07","DECEPTIVE PRACTICE",31,14,0,0
"2021-07","DECEPTIVE PRACTICE",32,22,1,0
"2021-07","DECEPTIVE PRACTICE",33,11,0,0
"2021-07","DECEPTIVE PRACTICE",34,30,0,2
"2021-07","DECEPTIVE PRACTICE",35,8,0,0
"2021-07","DECEPTIVE PRACTICE",36,20,1,0
"2021-07","DECEPTIVE PRACTICE",37,23,0,2
"2021-07","DECEPTIVE PRACTICE",38,17,1,1
"2021-07","DECEPTIVE PRACTICE",39,18,0,0
"2021-07","DECEPTIVE PRACTICE",40,21,0,0
"2021-07","DECEPTIVE PRACTICE",41,23,1,0
"2021-07","DECEPTIVE PRACTICE",42,93,4,0
"2021-07","DECEPTIVE PRACTICE",43,32,0,0
"2021-07","DECEPTIVE PRACTICE",44,30,0,0
"2021-07","DECEPTIVE PRACTICE",45,14,0,0
"2021-07","DECEPTIVE PRACTICE",46,41,0,0
"2021-07","DECEPTIVE PRACTICE",47,24,0,0
"2021-07","DECEPTIVE PRACTICE",48,16,0,0
"2021-07","DECEPTIVE PRACTICE",49,22,0,0
"2021-07","DECEPTIVE PRACTICE",50,17,0,0
"2021-07","GAMBLING",3,1,1,0
"2021-07","HOMICIDE",1,1,0,0
"2021-07","HOMICIDE",2,1,0,0
"2021-07","HOMICIDE",3,6,2,1
"2021-07","HOMICIDE",4,1,1,0
"2021-07","HOMICIDE",5,4,1,0
"2021-07","HOMICIDE",6,10,4,0
"2021-07","HOMICIDE",7,1,0,0
"2021-07","HOMICIDE",8,1,0,0
"2021-07","HOMICIDE",9,3,1,0
"2021-07","HOMICIDE",10,2,0,0
"2021-07","HOMICIDE",12,1,0,0
"2021-07","HOMICIDE",14,1,1,0
"2021-07","HOMICIDE",16,8,0,0
"2021-07","HOMICIDE",17,2,0,0
"2021-07","HOMICIDE",18,2,0,0
"2021-07","HOMICIDE",20,7,1,0
"2021-07","HOMICIDE",21,4,1,1
"2021-07","HOMICIDE",22,2,0,0
"2021-07","HOMICIDE",23,1,0,0
"2021-07","HOMICIDE",24,18,4,0
"2021-07","HOMICIDE",25,3,1,0
"2021-07","HOMICIDE",27,6,2,0
"2021-07","HOMICIDE",28,8,0,0
"2021-07","HOMICIDE",29,3,1,0
"2021-07","HOMICIDE",31,1,0,0
"2021-07","HOMICIDE",34,6,3,0
"2021-07","HOMICIDE",36,1,1,0
"2021-07","HOMICIDE",37,5,2,0
"2021-07","HOMICIDE",42,1,0,0
"2021-07","HOMICIDE",46,1,0,0
"2021-07","HOMICIDE",48,1,1,0
"2021-07","HUMAN TRAFFICKING",12,1,0,0
"2021-07","INTERFERENCE WITH PUBLIC OFFICER",3,2,2,0
"2021-07","INTERFERENCE WITH PUBLIC OFFICER",4,1,1,0
"2021-07","INTERFERENCE WITH PUBLIC OFFICER",6,1,1,0
"2021-07","INTERFERENCE WITH PUBLIC OFFICER",9,3,2,1
"2021-07","INTERFERENCE WITH PUBLIC OFFICER",16,2,2,0
"2021-07","INTERFERENCE WITH PUBLIC OFFICER",17,3,3,0
"2021-07","INTERFERENCE WITH PUBLIC OFFICER",20,1,1,0
"2021-07","INTERFERENCE WITH PUBLIC OFFICER",24,3,3,0
"2021-07","INTERFERENCE WITH PUBLIC OFFICER",26,1,1,0
"2021-07","INTERFERENCE WITH PUBLIC OFFICER",27,1,1,0
"2021-07","INTERFERENCE WITH PUBLIC OFFICER",28,4,4,0
"2021-07","INTERFERENCE WITH PUBLIC OFFICER",34,1,1,0
"2021-07","INTERFERENCE WITH PUBLIC OFFICER",37,1,1,0
"2021-07","INTERFERENCE WITH PUBLIC OFFICER",47,1,1,0
"2021-07","INTERFERENCE WITH PUBLIC OFFICER",49,1,0,0
"2021-07","INTIMIDATION",10,1,0,0
"2021-07","INTIMIDATION",16,1,0,0
"2021-07","INTIMIDATION",29,1,0,0
"2021-07","INTIMIDATION",36,1,0,0
"2021-07","INTIMIDATION",38,1,0,0
"2021-07","INTIMIDATION",41,1,0,0
"2021-07","INTIMIDATION",43,2,0,0
"2021-07","INTIMIDATION",44,1,0,0
"2021-07","KIDNAPPING",4,1,0,1
"2021-07","KIDNAPPING",7,2,0,0
"2021-07","KIDNAPPING",20,1,0,0
"2021-07","KIDNAPPING",34,1,0,1
"2021-07","LIQUOR LAW VIOLATION",2,1,1,0
"2021-07","LIQUOR LAW VIOLATION",3,1,1,0
"2021-07","LIQUOR LAW VIOLATION",6,3,3,0
"2021-07","LIQUOR LAW VIOLATION",17,1,1,0
"2021-07","LIQUOR LAW VIOLATION",28,1,1,0
"2021-07","LIQUOR LAW VIOLATION",30,1,1,0
"2021-07","LIQUOR LAW VIOLATION",42,1,1,0
"2021-07","LIQUOR LAW VIOLATION",44,1,1,0
"2021-07","MOTOR VEHICLE THEFT",1,15,1,0
"2021-07","MOTOR VEHICLE THEFT",2,4,0,0
"2021-07","MOTOR VEHICLE THEFT",3,48,5,1
"2021-07","MOTOR VEHICLE THEFT",4,28,0,0
"2021-07","MOTOR VEHICLE THEFT",5,34,2,1
"2021-07","MOTOR VEHICLE THEFT",6,35,1,0
"2021-07","MOTOR VEHICLE THEFT",7,26,0,0
"2021-07","MOTOR VEHICLE THEFT",8,28,0,0
"2021-07","MOTOR VEHICLE THEFT",9,24,0,1
"2021-07","MOTOR VEHICLE THEFT",10,14,0,0
"2021-07","MOTOR VEHICLE THEFT",11,10,2,0
"2021-07","MOTOR VEHICLE THEFT",12,6,0,0
"2021-07","MOTOR VEHICLE THEFT",13,9,0,0
"2021-07","MOTOR VEHICLE THEFT",14,10,0,0
"2021-07","MOTOR VEHICLE THEFT",15,9,0,1
"2021-07","MOTOR VEHICLE THEFT",16,26,1,2
"2021-07","MOTOR VEHICLE THEFT",17,34,1,2
"2021-07","MOTOR VEHICLE THEFT",18,10,0,0
"2021-07","MOTOR VEHICLE THEFT",19,8,0,0
"2021-07","MOTOR VEHICLE THEFT",20,22,1,1
"2021-07","MOTOR VEHICLE THEFT",21,37,1,3
"2021-07","MOTOR VEHICLE THEFT",22,7,0,0
"2021-07","MOTOR VEHICLE THEFT",23,7,0,0
"2021-07","MOTOR VEHICLE THEFT",24,22,0,0
"2021-07","MOTOR VEHICLE THEFT",25,14,2,0
"2021-07","MOTOR VEHICLE THEFT",26,11,0,0
"2021-07","MOTOR VEHICLE THEFT",27,38,0,0
"2021-07","MOTOR VEHICLE THEFT",28,49,2,0
"2021-07","MOTOR VEHICLE THEFT",29,15,1,2
"2021-07","MOTOR VEHICLE THEFT",30,8,0,0
"2021-07","MOTOR VEHICLE THEFT",31,17,0,3
"2021-07","MOTOR VEHICLE THEFT",32,8,0,0
"2021-07","MOTOR VEHICLE THEFT",33,7,0,0
"2021-07","MOTOR VEHICLE THEFT",34,24,1,3
"2021-07","MOTOR VEHICLE THEFT",35,3,0,0
"2021-07","MOTOR VEHICLE THEFT",36,4,1,0
"2021-07","MOTOR VEHICLE THEFT",37,21,1,1
"2021-07","MOTOR VEHICLE THEFT",38,7,0,0
"2021-07","MOTOR VEHICLE THEFT",39,9,0,1
"2021-07","MOTOR VEHICLE THEFT",40,7,0,0
"2021-07","MOTOR VEHICLE THEFT",41,5,0,0
"2021-07","MOTOR VEHICLE THEFT",42,31,0,1
"2021-07","MOTOR VEHICLE THEFT",43,19,2,0
"2021-07","MOTOR VEHICLE THEFT",44,8,0,0
"2021-07","MOTOR VEHICLE THEFT",45,5,0,0
"2021-07","MOTOR VEHICLE THEFT",46,10,1,0
"2021-07","MOTOR VEHICLE THEFT",47,8,1,0
"2021-07","MOTOR VEHICLE THEFT",48,8,0,1
"2021-07","MOTOR VEHICLE THEFT",49,11,0,3
"2021-07","MOTOR VEHICLE THEFT",50,11,2,0
"2021-07","NARCOTICS",1,5,4,0
"2021-07","NARCOTICS",2,1,1,0
"2021-07","NARCOTICS",3,1,1,0
"2021-07","NARCOTICS",4,1,1,0
"2021-07","NARCOTICS",5,3,3,0
"2021-07","NARCOTICS",6,5,5,0
"2021-07","NARCOTICS",8,4,4,0
"2021-07","NARCOTICS",9,5,5,0
"2021-07","NARCOTICS",11,5,4,0
"2021-07","NARCOTICS",12,3,3,0
"2021-07","NARCOTICS",14,1,1,0
"2021-07","NARCOTICS",15,2,2,0
"2021-07","NARCOTICS",16,9,8,0
"2021-07","NARCOTICS",17,10,10,0
"2021-07","NARCOTICS",18,1,1,0
"2021-07","NARCOTICS",19,2,2,0
"2021-07","NARCOTICS",20,5,5,0
"2021-07","NARCOTICS",21,6,5,0
"2021-07","NARCOTICS",22,1,1,0
"2021-07","NARCOTICS",23,1,1,0
"2021-07","NARCOTICS",24,11,11,0
"2021-07","NARCOTICS",25,4,3,0
"2021-07","NARCOTICS",26,14,13,0
"2021-07","NARCOTICS",27,24,23,0
"2021-07","NARCOTICS",28,35,32,0
"2021-07","NARCOTICS",29,3,3,0
